step train_perp valid_perp test_perp test_recall total_loss e_loss rec_loss
298000 357.915077759 408.920761968 398.350865614 0.846666666666667 456.987 32.5952449417 424.392178421
299000 358.139680269 410.113710758 399.617320836 0.8333333333333336 457.027 32.6054662514 424.421131516
300000 357.777600773 409.34519295 399.477607579 0.8366666666666669 456.911 32.5841952133 424.326662827
301000 357.737134127 409.390230647 399.410707976 0.8533333333333337 456.976 32.6276527023 424.348175201
302000 357.229291482 409.641710628 399.286797905 0.8400000000000002 456.855 32.6208513641 424.23424736
303000 356.974739408 409.019653009 398.692633615 0.8400000000000002 456.907 32.7021776772 424.204813309
304000 357.010994725 410.279509673 399.543546045 0.8600000000000003 456.836 32.6120672417 424.223557663
305000 357.416404789 409.881346938 399.965834318 0.8400000000000002 456.843 32.6509799385 424.191884918
306000 357.194217626 409.399651034 399.393222091 0.8400000000000003 456.869 32.6265251923 424.242177124
307000 356.319232876 409.135999929 399.115744013 0.8266666666666669 456.755 32.620850544 424.133901367
308000 356.809902271 409.242873882 398.734674106 0.8500000000000003 456.78 32.6113865089 424.169078674
309000 356.644275859 408.86911679 398.588145175 0.8300000000000002 456.771 32.5980927277 424.173288345
310000 357.390727335 410.079843958 399.01500223 0.84 456.807 32.588270874 424.219208145
311000 356.330992137 409.786128532 397.942288984 0.8400000000000004 456.705 32.6107065392 424.094211807
312000 357.709115187 410.119488846 398.58311216 0.8433333333333336 456.848 32.5781669998 424.269744797
313000 356.187803475 409.511716742 397.407329831 0.8366666666666669 456.694 32.6089223862 424.085498428
314000 357.955021455 409.962575778 399.633535289 0.8300000000000002 456.894 32.600720768 424.293115387
315000 356.229153482 409.210662347 398.941937148 0.8266666666666667 456.724 32.6646745682 424.058863297
316000 357.119206053 408.721303528 398.956367958 0.8300000000000004 456.788 32.5850396919 424.202744522
317000 357.310614166 409.977516531 400.449151903 0.8300000000000002 456.939 32.6673101044 424.271888885
318000 357.725082002 410.082859309 400.126799102 0.8333333333333336 456.986 32.6632469177 424.322826614
